"",,Life,,,,Life,
12,23.3621,.88776,.11224,67,11.0422,.41960,.58040
13,23.2549,.88369,.11631,68,10.6995,.40658,.59342
14,23.1463,.87956,.12044,69,10.3555,.39351,.60649
15,23.0368,.87540,.12460,70,10.0117,.38044,.61956
16,22.9269,.87122,.12878,71,9.6695,.36744,.63256
17,22.8161,.86701,.13299,72,9.3296,.35453,.64547
18,22.7039,.86275,.13725,73,8.9928,.34173,.65827
19,22.5889,.85838,.14162,74,8.6581,.32901,.67099
20,22.4704,.85388,.14612,75,8.3245,.31633,.68367
21,22.3480,.84922,.15078,76,7.9912,.30367,.69633
22,22.2220,.84444,.15556,77,7.6583,.29102,.70898
23,22.0918,.83949,.16051,78,7.3266,.27841,.72159
24,21.9570,.83437,.16563,79,6.9978,.26592,.73408
25,21.8171,.82905,.17095,80,6.6744,.25363,.74637
26,21.6723,.82355,.17645,81,6.3585,.24162,.75838
27,21.5218,.81783,.18217,82,6.0511,.22994,.77006
28,21.3663,.81192,.18808,83,5.7523,.21859,.78141
29,21.2057,.80582,.19418,84,5.4600,.20748,.79252
30,21.0401,.79952,.20048,85,5.1726,.19656,.80344
31,20.8696,.79304,.20696,86,4.8925,.18591,.81409
32,20.6939,.78637,.21363,87,4.6229,.17567,.82433
33,20.5126,.77948,.22052,88,4.3639,.16583,.83417
34,20.3259,.77238,.22762,89,4.1154,.15638,.84362
35,20.1331,.76506,.23494,90,3.8774,.14734,.85266
36,19.9347,.75752,.24248,91,3.6534,.13883,.86117
37,19.7303,.74975,.25025,92,3.4470,.13099,.86901
38,19.5195,.74174,.25826,93,3.2575,.12379,.87621
39,19.3023,.73349,.26651,94,3.0818,.11711,.88289
40,19.0784,.72498,.27502,95,2.9159,.11081,.88919
41,18.8474,.71620,.28380,96,2.7607,.10491,.89509
42,18.6094,.70716,.29284,97,2.6174,.09946,.90054
43,18.3645,.69785,.30215,98,2.4833,.09436,.90564
44,18.1127,.68828,.31172,99,2.3530,.08941,.91059
45,17.8548,.67848,.32152,100,2.2267,.08461,.91539
46,17.5907,.66845,.33155,101,2.1027,.07990,.92010
47,17.3212,.65821,.34179,102,1.9814,.07529,.92471
48,17.0460,.64775,.35225,103,1.8613,.07073,.92927
49,16.7653,.63708,.36292,104,1.7338,.06588,.93412
50,16.4787,.62619,.37381,105,1.6092,.06115,.93885
51,16.1866,.61509,.38491,106,1.4506,.05512,.94488
52,15.8897,.60381,.39619,107,1.2600,.04788,.95212
53,15.5884,.59236,.40764,108,.9689,.03682,.96318
54,15.2829,.58075,.41925,109,.4817,.01830,.98170
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,23.1342,.92537,.07463,55,14.6347,.58539,.41461
1,23.2822,.93129,.06871,56,14.3348,.57339,.42661
2,23.2307,.92923,.07077,57,14.0308,.56123,.43877
3,23.1714,.92686,.07314,58,13.7238,.54895,.45105
4,23.1071,.92429,.07571,59,13.4146,.53658,.46342
5,23.0386,.92154,.07846,60,13.1036,.52414,.47586
6,22.9665,.91866,.08134,61,12.7904,.51162,.48838
7,22.8908,.91563,.08437,62,12.4743,.49897,.50103
8,22.8119,.91248,.08752,63,12.1553,.48621,.51379
9,22.7291,.90916,.09084,64,11.8339,.47336,.52664
10,22.6422,.90569,.09431,65,11.5104,.46042,.53958
11,22.5517,.90207,.09793,66,11.1843,.44737,.55263
12,22.4574,.89830,.10170,67,10.8550,.43420,.56580
13,22.3606,.89442,.10558,68,10.5231,.42092,.57908
14,22.2624,.89050,.10950,69,10.1896,.40758,.59242
15,22.1635,.88654,.11346,70,9.8560,.39424,.60576
16,22.0642,.88257,.11743,71,9.5236,.38094,.61906
17,21.9641,.87856,.12144,72,9.1932,.36773,.63227
18,21.8626,.87450,.12550,73,8.8655,.35462,.64538
19,21.7586,.87034,.12966,74,8.5395,.34158,.65842
20,21.6513,.86605,.13395,75,8.2142,.32857,.67143
21,21.5402,.86161,.13839,76,7.8889,.31556,.68444
22,21.4257,.85703,.14297,77,7.5637,.30255,.69745
23,21.3072,.85229,.14771,78,7.2393,.28957,.71043
24,21.1843,.84737,.15263,79,6.9175,.27670,.72330
25,21.0566,.84226,.15774,80,6.6006,.26403,.73597
26,20.9241,.83696,.16304,81,6.2908,.25163,.74837
27,20.7861,.83145,.16855,82,5.9892,.23957,.76043
28,20.6434,.82574,.17426,83,5.6958,.22783,.77217
29,20.4957,.81983,.18017,84,5.4085,.21634,.78366
30,20.3432,.81373,.18627,85,5.1258,.20503,.79497
31,20.1859,.80744,.19256,86,4.8501,.19400,.80600
32,20.0236,.80094,.19906,87,4.5845,.18338,.81662
33,19.8559,.79423,.20577,88,4.3291,.17317,.82683
34,19.6829,.78732,.21268,89,4.0839,.16336,.83664
35,19.5040,.78016,.21984,90,3.8490,.15396,.84604
36,19.3196,.77278,.22722,91,3.6277,.14511,.85489
37,19.1293,.76517,.23483,92,3.4238,.13695,.86305
38,18.9327,.75731,.24269,93,3.2364,.12946,.87054
39,18.7300,.74920,.25080,94,3.0626,.12251,.87749
40,18.5206,.74082,.25918,95,2.8985,.11594,.88406
41,18.3042,.73217,.26783,96,2.7448,.10979,.89021
42,18.0809,.72324,.27676,97,2.6030,.10412,.89588
43,17.8507,.71403,.28597,98,2.4701,.09881,.90119
44,17.6137,.70455,.29545,99,2.3410,.09364,.90636
45,17.3707,.69483,.30517,100,2.2159,.08864,.91136
46,17.1215,.68486,.31514,101,2.0930,.08372,.91628
47,16.8668,.67467,.32533,102,1.9726,.07890,.92110
48,16.6064,.66426,.33574,103,1.8535,.07414,.92586
49,16.3405,.65362,.34638,104,1.7270,.06908,.93092
50,16.0685,.64274,.35726,105,1.6033,.06413,.93587
51,15.7910,.63164,.36836,106,1.4458,.05783,.94217
52,15.5087,.62035,.37965,107,1.2564,.05025,.94975
53,15.2217,.60887,.39113,108,.9666,.03866,.96134
54,14.9304,.59722,.40278,109,.4808,.01923,.98077
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,22.2019,.93248,.06752,55,14.3087,.60097,.39903
1,22.3483,.93863,.06137,56,14.0219,.58892,.41108
2,22.3035,.93675,.06325,57,13.7310,.57670,.42330
3,22.2512,.93455,.06545,58,13.4368,.56434,.43566
4,22.1943,.93216,.06784,59,13.1402,.55189,.44811
5,22.1333,.92960,.07040,60,12.8415,.53934,.46066
6,22.0691,.92690,.07310,61,12.5404,.52670,.47330
7,22.0014,.92406,.07594,62,12.2363,.51392,.48608
8,21.9307,.92109,.07891,63,11.9290,.50102,.49898
9,21.8563,.91797,.08203,64,11.6191,.48800,.51200
10,21.7781,.91468,.08532,65,11.3067,.47488,.52512
11,21.6964,.91125,.08875,66,10.9916,.46165,.53835
12,21.6112,.90767,.09233,67,10.6729,.44826,.55174
13,21.5236,.90399,.09601,68,10.3515,.43476,.56524
14,21.4347,.90026,.09974,69,10.0281,.42118,.57882
15,21.3451,.89650,.10350,70,9.7043,.40758,.59242
16,21.2553,.89272,.10728,71,9.3814,.39402,.60598
17,21.1647,.88892,.11108,72,9.0601,.38052,.61948
18,21.0729,.88506,.11494,73,8.7411,.36713,.63287
19,20.9787,.88111,.11889,74,8.4235,.35379,.64621
20,20.8813,.87702,.12298,75,8.1064,.34047,.65953
21,20.7805,.87278,.12722,76,7.7888,.32713,.67287
22,20.6763,.86841,.13159,77,7.4711,.31378,.68622
23,20.5684,.86387,.13613,78,7.1538,.30046,.69954
24,20.4562,.85916,.14084,79,6.8387,.28722,.71278
25,20.3395,.85426,.14574,80,6.5282,.27419,.72581
26,20.2181,.84916,.15084,81,6.2245,.26143,.73857
27,20.0916,.84385,.15615,82,5.9284,.24899,.75101
28,19.9604,.83834,.16166,83,5.6402,.23689,.76311
29,19.8244,.83263,.16737,84,5.3578,.22503,.77497
30,19.6838,.82672,.17328,85,5.0798,.21335,.78665
31,19.5386,.82062,.17938,86,4.8083,.20195,.79805
32,19.3886,.81432,.18568,87,4.5466,.19096,.80904
33,19.2333,.80780,.19220,88,4.2949,.18038,.81962
34,19.0729,.80106,.19894,89,4.0529,.17022,.82978
35,18.9067,.79408,.20592,90,3.8210,.16048,.83952
36,18.7352,.78688,.21312,91,3.6024,.15130,.84870
37,18.5579,.77943,.22057,92,3.4009,.14284,.85716
38,18.3745,.77173,.22827,93,3.2156,.13506,.86494
39,18.1851,.76377,.23623,94,3.0437,.12784,.87216
40,17.9891,.75554,.24446,95,2.8813,.12102,.87898
41,17.7862,.74702,.25298,96,2.7292,.11463,.88537
42,17.5766,.73822,.26178,97,2.5887,.10873,.89127
43,17.3601,.72913,.27087,98,2.4571,.10320,.89680
44,17.1369,.71975,.28025,99,2.3292,.09783,.90217
45,16.9078,.71013,.28987,100,2.2052,.09262,.90738
46,16.6724,.70024,.29976,101,2.0833,.08750,.91250
47,16.4316,.69013,.30987,102,1.9639,.08249,.91751
48,16.1851,.67977,.32023,103,1.8458,.07753,.92247
49,15.9330,.66918,.33082,104,1.7202,.07225,.92775
50,15.6748,.65834,.34166,105,1.5975,.06710,.93290
51,15.4110,.64726,.35274,106,1.4410,.06052,.93948
52,15.1424,.63598,.36402,107,1.2527,.05261,.94739
53,14.8690,.62450,.37550,108,.9643,.04050,.95950
54,14.5911,.61283,.38717,109,.4798,.02015,.97985
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,21.3340,.93870,.06130,55,13.9945,.61576,.38424
1,21.4784,.94505,.05495,56,13.7202,.60369,.39631
2,21.4394,.94333,.05667,57,13.4415,.59143,.40857
3,21.3934,.94131,.05869,58,13.1595,.57902,.42098
4,21.3428,.93908,.06092,59,12.8748,.56649,.43351
5,21.2885,.93669,.06331,60,12.5879,.55387,.44613
6,21.2312,.93417,.06583,61,12.2985,.54113,.45887
7,21.1706,.93151,.06849,62,12.0057,.52825,.47175
8,21.1071,.92871,.07129,63,11.7095,.51522,.48478
9,21.0402,.92577,.07423,64,11.4106,.50207,.49793
10,20.9697,.92266,.07734,65,11.1090,.48879,.51121
11,20.8958,.91941,.08059,66,10.8043,.47539,.52461
12,20.8187,.91602,.08398,67,10.4959,.46182,.53818
13,20.7392,.91252,.08748,68,10.1845,.44812,.55188
14,20.6586,.90898,.09102,69,9.8709,.43432,.56568
15,20.5774,.90540,.09460,70,9.5565,.42049,.57951
16,20.4960,.90182,.09818,71,9.2427,.40668,.59332
17,20.4139,.89821,.10179,72,8.9302,.39293,.60707
18,20.3308,.89455,.10545,73,8.6197,.37927,.62073
19,20.2453,.89079,.10921,74,8.3102,.36565,.63435
20,20.1569,.88690,.11310,75,8.0009,.35204,.64796
21,20.0652,.88287,.11713,76,7.6909,.33840,.66160
22,19.9704,.87870,.12130,77,7.3803,.32474,.67526
23,19.8719,.87437,.12563,78,7.0700,.31108,.68892
24,19.7695,.86986,.13014,79,6.7614,.29750,.70250
25,19.6627,.86516,.13484,80,6.4572,.28412,.71588
26,19.5514,.86026,.13974,81,6.1593,.27101,.72899
27,19.4352,.85515,.14485,82,5.8687,.25822,.74178
28,19.3145,.84984,.15016,83,5.5856,.24577,.75423
29,19.1893,.84433,.15567,84,5.3080,.23355,.76645
30,19.0595,.83862,.16138,85,5.0344,.22152,.77848
31,18.9254,.83272,.16728,86,4.7671,.20975,.79025
32,18.7865,.82661,.17339,87,4.5092,.19841,.80159
33,18.6426,.82028,.17972,88,4.2610,.18749,.81251
34,18.4938,.81373,.18627,89,4.0224,.17698,.82302
35,18.3393,.80693,.19307,90,3.7933,.16691,.83309
36,18.1796,.79990,.20010,91,3.5774,.15740,.84260
37,18.0143,.79263,.20737,92,3.3782,.14864,.85136
38,17.8431,.78510,.21490,93,3.1950,.14058,.85942
39,17.6659,.77730,.22270,94,3.0250,.13310,.86690
40,17.4824,.76922,.23078,95,2.8643,.12603,.87397
41,17.2921,.76085,.23915,96,2.7137,.11940,.88060
42,17.0951,.75218,.24782,97,2.5746,.11328,.88672
43,16.8914,.74322,.25678,98,2.4443,.10755,.89245
44,16.6811,.73397,.26603,99,2.3175,.10197,.89803
45,16.4648,.72445,.27555,100,2.1946,.09656,.90344
46,16.2425,.71467,.28533,101,2.0737,.09124,.90876
47,16.0147,.70465,.29535,102,1.9554,.08604,.91396
48,15.7811,.69437,.30563,103,1.8382,.08088,.91912
49,15.5419,.68385,.31615,104,1.7135,.07540,.92460
50,15.2968,.67306,.32694,105,1.5917,.07004,.92996
51,15.0459,.66202,.33798,106,1.4363,.06320,.93680
52,14.7901,.65076,.34924,107,1.2491,.05496,.94504
53,14.5295,.63930,.36070,108,.9620,.04233,.95767
54,14.2643,.62763,.37237,109,.4789,.02107,.97893
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,20.5247,.94414,.05586,55,13.6915,.62981,.37019
1,20.6670,.95068,.04932,56,13.4290,.61773,.38227
2,20.6330,.94912,.05088,57,13.1621,.60545,.39455
3,20.5923,.94725,.05275,58,12.8915,.59301,.40699
4,20.5475,.94518,.05482,59,12.6183,.58044,.41956
5,20.4990,.94295,.05705,60,12.3426,.56776,.43224
6,20.4477,.94059,.05941,61,12.0641,.55495,.44505
7,20.3934,.93809,.06191,62,11.7822,.54198,.45802
8,20.3363,.93547,.06453,63,11.4967,.52885,.47115
9,20.2760,.93269,.06731,64,11.2082,.51558,.48442
10,20.2122,.92976,.07024,65,10.9169,.50218,.49782
11,20.1453,.92669,.07331,66,10.6223,.48863,.51137
12,20.0754,.92347,.07653,67,10.3238,.47489,.52511
13,20.0032,.92015,.07985,68,10.0219,.46101,.53899
14,19.9300,.91678,.08322,69,9.7177,.44701,.55299
15,19.8562,.91339,.08661,70,9.4124,.43297,.56703
16,19.7824,.90999,.09001,71,9.1074,.41894,.58106
17,19.7079,.90656,.09344,72,8.8034,.40496,.59504
18,19.6325,.90309,.09691,73,8.5011,.39105,.60895
19,19.5549,.89953,.10047,74,8.1995,.37718,.62282
20,19.4746,.89583,.10417,75,7.8977,.36329,.63671
21,19.3911,.89199,.10801,76,7.5950,.34937,.65063
22,19.3046,.88801,.11199,77,7.2915,.33541,.66459
23,19.2148,.88388,.11612,78,6.9878,.32144,.67856
24,19.1211,.87957,.12043,79,6.6857,.30754,.69246
25,19.0232,.87507,.12493,80,6.3875,.29382,.70618
26,18.9212,.87037,.12963,81,6.0952,.28038,.71962
27,18.8143,.86546,.13454,82,5.8100,.26726,.73274
28,18.7032,.86035,.13965,83,5.5319,.25447,.74553
29,18.5877,.85503,.14497,84,5.2590,.24191,.75809
30,18.4679,.84952,.15048,85,4.9898,.22953,.77047
31,18.3438,.84382,.15618,86,4.7265,.21742,.78258
32,18.2153,.83790,.16210,87,4.4725,.20573,.79427
33,18.0818,.83176,.16824,88,4.2277,.19448,.80552
34,17.9435,.82540,.17460,89,3.9922,.18364,.81636
35,17.7998,.81879,.18121,90,3.7661,.17324,.82676
36,17.6510,.81195,.18805,91,3.5527,.16342,.83658
37,17.4968,.80486,.19514,92,3.3558,.15437,.84563
38,17.3368,.79749,.20251,93,3.1747,.14604,.85396
39,17.1710,.78987,.21013,94,3.0065,.13830,.86170
40,16.9990,.78195,.21805,95,2.8475,.13098,.86902
41,16.8204,.77374,.22626,96,2.6984,.12413,.87587
42,16.6351,.76522,.23478,97,2.5606,.11779,.88221
43,16.4434,.75640,.24360,98,2.4315,.11185,.88815
44,16.2450,.74727,.25273,99,2.3059,.10607,.89393
45,16.0408,.73788,.26212,100,2.1841,.10047,.89953
46,15.8306,.72821,.27179,101,2.0642,.09496,.90504
47,15.6149,.71829,.28171,102,1.9468,.08955,.91045
48,15.3935,.70810,.29190,103,1.8306,.08421,.91579
49,15.1665,.69766,.30234,104,1.7069,.07852,.92148
50,14.9336,.68694,.31306,105,1.5860,.07296,.92704
51,14.6949,.67596,.32404,106,1.4316,.06585,.93415
52,14.4512,.66475,.33525,107,1.2455,.05729,.94271
53,14.2026,.65332,.34668,108,.9597,.04415,.95585
54,13.9494,.64167,.35833,109,.4780,.02199,.97801
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,19.7689,.94891,.05109,55,13.3993,.64317,.35683
1,19.9088,.95562,.04438,56,13.1480,.63110,.36890
2,19.8792,.95420,.04580,57,12.8921,.61882,.38118
3,19.8433,.95248,.04752,58,12.6326,.60636,.39364
4,19.8034,.95056,.04944,59,12.3701,.59377,.40623
5,19.7601,.94848,.05152,60,12.1051,.58104,.41896
6,19.7141,.94628,.05372,61,11.8371,.56818,.43182
7,19.6653,.94393,.05607,62,11.5655,.55515,.44485
8,19.6139,.94147,.05853,63,11.2903,.54193,.45807
9,19.5594,.93885,.06115,64,11.0118,.52857,.47143
10,19.5017,.93608,.06392,65,10.7303,.51505,.48495
11,19.4410,.93317,.06683,66,10.4454,.50138,.49862
12,19.3774,.93011,.06989,67,10.1563,.48750,.51250
13,19.3117,.92696,.07304,68,9.8637,.47346,.52654
14,19.2451,.92376,.07624,69,9.5685,.45929,.54071
15,19.1780,.92054,.07946,70,9.2720,.44505,.55495
16,19.1109,.91732,.08268,71,8.9754,.43082,.56918
17,19.0433,.91408,.08592,72,8.6796,.41662,.58338
18,18.9748,.91079,.08921,73,8.3852,.40249,.59751
19,18.9043,.90741,.09259,74,8.0912,.38838,.61162
20,18.8312,.90390,.09610,75,7.7968,.37425,.62575
21,18.7550,.90024,.09976,76,7.5011,.36005,.63995
22,18.6762,.89646,.10354,77,7.2044,.34581,.65419
23,18.5941,.89252,.10748,78,6.9073,.33155,.66845
24,18.5083,.88840,.11160,79,6.6114,.31735,.68265
25,18.4186,.88409,.11591,80,6.3191,.30332,.69668
26,18.3249,.87959,.12041,81,6.0324,.28955,.71045
27,18.2265,.87487,.12513,82,5.7524,.27611,.72389
28,18.1242,.86996,.13004,83,5.4791,.26300,.73700
29,18.0175,.86484,.13516,84,5.2108,.25012,.74988
30,17.9068,.85953,.14047,85,4.9459,.23740,.76260
31,17.7919,.85401,.14599,86,4.6866,.22496,.77504
32,17.6728,.84829,.15171,87,4.4362,.21294,.78706
33,17.5488,.84234,.15766,88,4.1949,.20135,.79865
34,17.4203,.83617,.16383,89,3.9624,.19020,.80980
35,17.2865,.82975,.17025,90,3.7391,.17948,.82052
36,17.1478,.82309,.17691,91,3.5283,.16936,.83064
37,17.0038,.81618,.18382,92,3.3337,.16002,.83998
38,16.8542,.80900,.19100,93,3.1546,.15142,.84858
39,16.6989,.80155,.19845,94,2.9882,.14343,.85657
40,16.5376,.79380,.20620,95,2.8308,.13588,.86412
41,16.3697,.78575,.21425,96,2.6832,.12879,.87121
42,16.1955,.77738,.22262,97,2.5468,.12225,.87775
43,16.0148,.76871,.23129,98,2.4189,.11611,.88389
44,15.8277,.75973,.24027,99,2.2945,.11013,.88987
45,15.6347,.75047,.24953,100,2.1736,.10433,.89567
46,15.4358,.74092,.25908,101,2.0548,.09863,.90137
47,15.2315,.73111,.26889,102,1.9384,.09304,.90696
48,15.0215,.72103,.27897,103,1.8230,.08751,.91249
49,14.8060,.71069,.28931,104,1.7003,.08161,.91839
50,14.5845,.70005,.29995,105,1.5803,.07585,.92415
51,14.3572,.68915,.31085,106,1.4269,.06849,.93151
52,14.1250,.67800,.32200,107,1.2420,.05961,.94039
53,13.8878,.66661,.33339,108,.9574,.04596,.95404
54,13.6459,.65500,.34500,109,.4771,.02290,.97710
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,19.0619,.95309,.04691,55,13.1173,.65587,.34413
1,19.1994,.95997,.04003,56,12.8766,.64383,.35617
2,19.1736,.95868,.04132,57,12.6313,.63156,.36844
3,19.1418,.95709,.04291,58,12.3821,.61911,.38089
4,19.1063,.95531,.04469,59,12.1300,.60650,.39350
5,19.0675,.95338,.04662,60,11.8751,.59376,.40624
6,19.0262,.95131,.04869,61,11.6172,.58086,.41914
7,18.9823,.94911,.05089,62,11.3555,.56777,.43223
8,18.9359,.94679,.05321,63,11.0899,.55450,.44550
9,18.8866,.94433,.05567,64,10.8211,.54105,.45895
10,18.8343,.94171,.05829,65,10.5490,.52745,.47255
11,18.7791,.93896,.06104,66,10.2733,.51366,.48634
12,18.7212,.93606,.06394,67,9.9933,.49966,.50034
13,18.6613,.93307,.06693,68,9.7096,.48548,.51452
14,18.6006,.93003,.06997,69,9.4231,.47115,.52885
15,18.5395,.92697,.07303,70,9.1350,.45675,.54325
16,18.4784,.92392,.07608,71,8.8466,.44233,.55767
17,18.4169,.92084,.07916,72,8.5587,.42794,.57206
18,18.3546,.91773,.08227,73,8.2719,.41360,.58640
19,18.2904,.91452,.08548,74,7.9853,.39927,.60073
20,18.2238,.91119,.08881,75,7.6980,.38490,.61510
21,18.1544,.90772,.09228,76,7.4093,.37046,.62954
22,18.0824,.90412,.09588,77,7.1192,.35596,.64404
23,18.0072,.90036,.09964,78,6.8284,.34142,.65858
24,17.9287,.89643,.10357,79,6.5385,.32692,.67308
25,17.8463,.89232,.10768,80,6.2519,.31260,.68740
26,17.7601,.88801,.11199,81,5.9706,.29853,.70147
27,17.6696,.88348,.11652,82,5.6957,.28478,.71522
28,17.5751,.87876,.12124,83,5.4272,.27136,.72864
29,17.4766,.87383,.12617,84,5.1633,.25817,.74183
30,17.3741,.86871,.13129,85,4.9027,.24513,.75487
31,17.2678,.86339,.13661,86,4.6473,.23236,.76764
32,17.1572,.85786,.14214,87,4.4005,.22002,.77998
33,17.0421,.85210,.14790,88,4.1625,.20812,.79188
34,16.9225,.84612,.15388,89,3.9331,.19665,.80335
35,16.7978,.83989,.16011,90,3.7125,.18563,.81437
36,16.6683,.83342,.16658,91,3.5042,.17521,.82479
37,16.5338,.82669,.17331,92,3.3119,.16559,.83441
38,16.3938,.81969,.18031,93,3.1347,.15674,.84326
39,16.2483,.81241,.18759,94,2.9701,.14851,.85149
40,16.0968,.80484,.19516,95,2.8144,.14072,.85928
41,15.9391,.79695,.20305,96,2.6682,.13341,.86659
42,15.7750,.78875,.21125,97,2.5331,.12665,.87335
43,15.6046,.78023,.21977,98,2.4064,.12032,.87968
44,15.4279,.77140,.22860,99,2.2831,.11415,.88585
45,15.2455,.76228,.23772,100,2.1633,.10817,.89183
46,15.0572,.75286,.24714,101,2.0455,.10228,.89772
47,14.8636,.74318,.25682,102,1.9300,.09650,.90350
48,14.6643,.73322,.26678,103,1.8156,.09078,.90922
49,14.4595,.72298,.27702,104,1.6937,.08468,.91532
50,14.2488,.71244,.28756,105,1.5746,.07873,.92127
51,14.0323,.70162,.29838,106,1.4223,.07111,.92889
52,13.8109,.69054,.30946,107,1.2384,.06192,.93808
53,13.5844,.67922,.32078,108,.9551,.04776,.95224
54,13.3533,.66766,.33234,109,.4762,.02381,.97619
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,18.3996,.95678,.04322,55,12.8451,.66795,.33205
1,18.5345,.96380,.03620,56,12.6144,.65595,.34405
2,18.5121,.96263,.03737,57,12.3791,.64371,.35629
3,18.4840,.96117,.03883,58,12.1399,.63127,.36873
4,18.4522,.95952,.04048,59,11.8976,.61867,.38133
5,18.4175,.95771,.04229,60,11.6524,.60592,.39408
6,18.3803,.95578,.04422,61,11.4040,.59301,.40699
7,18.3407,.95372,.04628,62,11.1517,.57989,.42011
8,18.2988,.95154,.04846,63,10.8955,.56657,.43343
9,18.2541,.94921,.05079,64,10.6358,.55306,.44694
10,18.2066,.94674,.05326,65,10.3728,.53938,.46062
11,18.1563,.94413,.05587,66,10.1059,.52551,.47449
12,18.1035,.94138,.05862,67,9.8347,.51140,.48860
13,18.0488,.93854,.06146,68,9.5595,.49709,.50291
14,17.9933,.93565,.06435,69,9.2813,.48263,.51737
15,17.9376,.93275,.06725,70,9.0014,.46807,.53193
16,17.8819,.92986,.07014,71,8.7210,.45349,.54651
17,17.8259,.92694,.07306,72,8.4407,.43892,.56108
18,17.7691,.92399,.07601,73,8.1613,.42439,.57561
19,17.7107,.92096,.07904,74,7.8818,.40985,.59015
20,17.6499,.91780,.08220,75,7.6014,.39527,.60473
21,17.5865,.91450,.08550,76,7.3193,.38060,.61940
22,17.5207,.91107,.08893,77,7.0356,.36585,.63415
23,17.4519,.90750,.09250,78,6.7510,.35105,.64895
24,17.3798,.90375,.09625,79,6.4670,.33628,.66372
25,17.3042,.89982,.10018,80,6.1860,.32167,.67833
26,17.2249,.89569,.10431,81,5.9100,.30732,.69268
27,17.1413,.89135,.10865,82,5.6400,.29328,.70672
28,17.0541,.88681,.11319,83,5.3762,.27956,.72044
29,16.9630,.88208,.11792,84,5.1166,.26607,.73393
30,16.8681,.87714,.12286,85,4.8601,.25272,.74728
31,16.7695,.87201,.12799,86,4.6085,.23964,.76036
32,16.6668,.86667,.13333,87,4.3653,.22699,.77301
33,16.5598,.86111,.13889,88,4.1305,.21479,.78521
34,16.4484,.85532,.14468,89,3.9041,.20301,.79699
35,16.3321,.84927,.15073,90,3.6863,.19169,.80831
36,16.2113,.84299,.15701,91,3.4805,.18098,.81902
37,16.0855,.83644,.16356,92,3.2903,.17109,.82891
38,15.9543,.82962,.17038,93,3.1151,.16199,.83801
39,15.8178,.82253,.17747,94,2.9523,.15352,.84648
40,15.6756,.81513,.18487,95,2.7981,.14550,.85450
41,15.5272,.80741,.19259,96,2.6533,.13797,.86203
42,15.3726,.79938,.20062,97,2.5195,.13102,.86898
43,15.2119,.79102,.20898,98,2.3940,.12449,.87551
44,15.0449,.78234,.21766,99,2.2718,.11813,.88187
45,14.8723,.77336,.22664,100,2.1531,.11196,.88804
46,14.6940,.76409,.23591,101,2.0362,.10588,.89412
47,14.5103,.75454,.24546,102,1.9217,.09993,.90007
48,14.3211,.74470,.25530,103,1.8081,.09402,.90598
49,14.1264,.73457,.26543,104,1.6872,.08773,.91227
50,13.9258,.72414,.27586,105,1.5690,.08159,.91841
51,13.7196,.71342,.28658,106,1.4176,.07372,.92628
52,13.5083,.70243,.29757,107,1.2349,.06421,.93579
53,13.2920,.69118,.30882,108,.9529,.04955,.95045
54,13.0710,.67969,.32031,109,.4753,.02471,.97529
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,17.7782,.96002,.03998,55,12.5823,.67944,.32056
1,17.9106,.96717,.03283,56,12.3611,.66750,.33250
2,17.8911,.96612,.03388,57,12.1353,.65531,.34469
3,17.8661,.96477,.03523,58,11.9055,.64290,.35710
4,17.8378,.96324,.03676,59,11.6725,.63032,.36968
5,17.8066,.96155,.03845,60,11.4365,.61757,.38243
6,17.7731,.95975,.04025,61,11.1973,.60465,.39535
7,17.7373,.95781,.04219,62,10.9540,.59152,.40848
