Age,,o,_,Age,,o,_
4,5206605,29851408,12460.12,59,670.8548,3453.643,69.92082
5,4433583,25417153,10997.91,60,565.0257,2885.417,62.96309
6,3775445,21641193,9876.963,61,475.3915,2407.080,56.55952
7,3215100,18425702,9028.243,62,399.5557,2004.836,50.71431
8,2737949,15687434,8335.436,63,335.4424,1666.946,45.39373
9,2331682,13355516,7822.283,64,281.2681,1383.449,40.54800
10,1985759,11369587,7450.750,65,235.5291,1145.894,36.14357
11,1691173,9678276,7152.898,66,196.9552,947.1058,32.15883
12,1440289,8237871,6899.191,67,164.4655,780.9909,28.57312
13,1226561,7011180,6615.554,68,137.1172,642.3874,25.34176
14,1044432,5966578,6247.402,69,114.1115,526.9342,22.42492
15,889220.8,5077150,5796.621,70,94.76976,430.9499,19.78448
16,756952.1,4319960,5279.096,71,78.52237,351.3268,17.39151
17,644266.2,3675445,4738.733,72,64.89271,285.4382,15.22647
18,548288.4,3126912,4205.783,73,53.47737,231.0621,13.27256
19,466575.1,2660111,3715.711,74,43.94201,186.3154,11.52314
20,397023.2,2262888,3280.698,75,35.99829,149.6016,9.967617
21,337828.7,1924884,2898.930,76,29.39785,119.5712,8.592465
22,287444.9,1637282,2557.803,77,23.92515,95.08822,7.379796
23,244567.5,1392577,2259.089,78,19.39689,75.20019,6.312053
24,208081.5,1184376,2000.022,79,15.65651,59.11091,5.371212
25,177036.7,1007237,1777.380,80,12.57261,46.15658,4.541369
26,150620.3,856528.2,1584.380,81,10.03710,35.78343,3.810784
27,128145.4,728307.1,1419.985,82,7.960911,27.52823,3.171000
28,109019.5,619221.0,1275.085,83,6.269934,21.00275,2.615455
29,92744.25,526418.0,1147.512,84,4.902375,15.88123,2.139040
30,78893.66,447471.9,1033.545,85,3.803899,11.89139,1.734797
31,67106.58,380318.3,931.2025,86,2.925693,8.808486,1.393017
32,57076.31,323199.8,839.5411,87,2.227203,6.448848,1.105103
33,48542.12,274620.3,758.1891,88,1.676598,4.661996,.8654111
34,41280.46,233306.2,685.1738,89,1.246900,3.324492,.6684381
35,35102.83,198173.7,620.6033,90,.9151531,2.335868,.5087121
36,29846.80,168300.2,562.5661,91,.6615332,1.615343,.3804635
37,25375.31,142901.0,510.5439,92,.4700006,1.098599,.2788443
38,21571.84,121307.8,464.2735,93,.3279440,.7344567,.2001486
39,18336.47,102952.3,422.7755,94,.2247091,.4824326,.1407658
40,15584.81,87350.47,385.8294,95,.1512268,.3111169,.09709245
41,13244.76,74090.61,352.9974,96,.09981901,.1968007,.06557569
42,11254.71,62822.38,323.6138,97,.06451957,.1220286,.04328660
43,9562.296,53247.92,297.1582,98,.04083841,.07413085,.02793964
44,8123.035,45113.87,273.2210,99,.02533210,.04407195,.01766358
45,6898.814,38204.91,251.1590,100,.01537094,.02559768,.01091694
46,5857.671,32337.91,230.8743,101,.009111626,.01449547,.006589413
47,4972.114,27357.10,211.9780,102,.005262879,.007983444,.003873760
48,4219.116,23129.95,194.5041,103,.002955220,.004264403,.002213213
49,3578.907,19543.60,178.3203,104,.001613750,.002198917,.001231138
50,3034.772,16501.98,163.4281,105,.0008470087,.001088125,.0006576749
51,2572.336,13923.32,149.6783,106,.0004328835,.0005109474,.0003439786
52,2179.311,11738.12,136.8782,107,.0002107002,.0002212347,.0001722053
53,1845.368,9887.278,124.9819,108,.00009870962,.00008214388,.00008441658
54,1561.695,8320.499,113.9277,109,.00004331381,.00001844711,.00004010401
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,10000000,56194790,109717.0,55,1202.780,6305.405,93.02911
1,8423810,47731184,23121.08,56,1014.867,5286.585,84.42805
2,7157897,40570684,17456.78,57,855.6973,4427.246,76.50210
3,6083696,34485512,14245.72,58,720.8948,3702.981,69.17003
4,5171276,29313269,12140.96,59,606.7562,3093.100,62.37057
5,4396010,24916592,10689.81,60,510.1698,2580.041,56.08256
6,3737083,21178999,9579.232,61,428.5078,2148.878,50.30520
7,3177020,18001593,8739.793,62,359.5385,1786.920,45.04058
8,2700919,15300359,8055.727,63,301.3330,1483.389,40.25662
9,2296235,13003892,7549.911,64,252.2378,1229.152,35.90703
10,1952245,11051479,7184.312,65,210.8604,1016.478,31.96029
11,1659803,9391542,6891.716,66,176.0268,838.8129,28.39568
12,1411168,7980259,6642.910,67,146.7394,690.6019,25.19350
13,1199718,6780413,6365.225,68,122.1306,567.1474,22.31267
14,1019838,5760410,6005.412,69,101.4665,464.4878,19.71667
15,866804.6,4893404,5565.590,70,84.12480,379.2849,17.37066
16,736615.5,4156557,5061.505,71,69.58385,308.7256,15.24814
17,625890.8,3530424,4536.072,72,57.40791,250.4367,13.33105
18,531744.5,2998442,4018.727,73,47.22877,202.4142,11.60387
19,451727.2,2546497,3543.815,74,38.74158,162.9631,10.06006
20,383735.0,2162568,3122.974,75,31.68400,130.6494,8.689706
21,325966.4,1836432,2754.272,76,25.83060,104.2630,7.480309
22,276880.0,1559401,2425.382,77,20.98622,82.78749,6.415624
23,235177.9,1324091,2137.872,78,16.98527,65.37215,5.479774
24,199752.4,1124224,1888.945,79,13.68662,51.30721,4.656552
25,169661.2,954465.0,1675.383,80,10.97205,40.00204,3.931686
26,144099.9,810280.2,1490.568,81,8.744420,30.96485,3.294607
27,122389.5,687818.5,1333.413,82,6.923829,23.78507,2.737657
28,103945.6,583809.4,1195.129,83,5.443865,18.11933,2.254863
29,88277.39,495476.1,1073.589,84,4.249244,13.68014,1.841539
30,74966.18,420460.1,965.1962,85,3.291508,10.22773,1.491426
31,63657.44,356758.0,868.0242,86,2.527292,7.564637,1.195916
32,54050.62,302667.5,781.1421,87,1.920645,5.529786,.9474029
33,45890.66,256741.5,704.1629,88,1.443369,3.991501,.7408645
34,38959.27,217750.5,635.1898,89,1.071619,2.842014,.5714248
35,33072.67,184649.8,574.2978,90,.7851697,1.993809,.4342594
36,28072.80,156551.9,519.6599,91,.5666073,1.376674,.3243127
37,23826.49,132703.0,470.7680,92,.4018738,.9348328,.2373432
38,20220.72,112462.3,427.3558,93,.2799315,.6240023,.1701071
39,17158.76,95285.67,388.4874,94,.1914844,.4092416,.1194579
40,14559.03,80710.76,353.9413,95,.1286478,.2635042,.08227105
41,12351.96,68344.71,323.2942,96,.08477107,.1664215,.05548089
42,10478.20,57853.92,295.9128,97,.05469992,.1030294,.03656674
43,8887.416,48955.20,271.3017,98,.03456407,.06249063,.02356571
44,7536.894,41408.09,249.0713,99,.02140365,.03709320,.01487525
45,6390.124,35008.56,228.6173,100,.01296516,.02151043,.009179323
46,5416.523,29583.41,209.8430,101,.007672452,.01216180,.005531974
47,4589.840,24985.55,192.3835,102,.004424075,.006687671,.003247045
48,3888.111,21090.03,176.2657,103,.002479988,.003566693,.001852250
49,3292.520,17790.66,161.3632,104,.001351938,.001836307,.001028748
50,2787.179,14997.19,147.6734,105,.0007083849,.0009073106,.0005486982
51,2358.453,12632.94,135.0553,106,.0003614208,.0004254162,.0002865476
52,1994.709,10632.84,123.3286,107,.0001756175,.0001839421,.0001432437
53,1686.181,8941.661,112.4486,108,.00008213404,.00006820776,.00007012947
54,1424.551,7512.472,102.3558,109,.00003597915,.00001529726,.00003328683
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,10000000,55565714,109302.9,55,1095.464,5685.251,83.48920
1,8409508,47116478,22774.58,56,922.7476,4758.910,75.66167
2,7133613,39980271,17124.30,57,776.7047,3978.899,68.46077
3,6052762,33926041,13926.64,58,653.2354,3322.610,61.81075
4,5136247,28788834,11834.22,59,548.8758,2770.908,55.65426
5,4358819,24429353,10394.02,60,460.7195,2307.579,49.97052
6,3699175,20729673,9293.697,61,386.3159,1918.869,44.75723
7,3139454,17589837,8463.421,62,323.5872,1593.104,40.01467
8,2664451,14925076,7787.971,63,270.7414,1320.388,35.71244
9,2261385,12663461,7289.373,64,226.2456,1092.349,31.80747
10,1919352,10743944,6929.604,65,188.8109,901.9140,28.27019
11,1629067,9114745,6642.163,66,157.3522,743.0975,25.08082
12,1382685,7731948,6398.154,67,130.9492,610.8350,22.22059
13,1173507,6558317,6126.286,68,108.8034,500.8522,19.65176
14,995862.7,5562293,5774.609,69,90.24081,409.5503,17.34085
15,844990.2,4717105,5345.462,70,74.69065,333.9025,15.25602
16,716858.3,4000022,4854.447,71,61.67550,271.3624,13.37300
17,608069.3,3391718,4343.505,72,50.79699,219.7858,11.67511
18,515726.7,2875761,3841.284,73,41.71910,177.3656,10.14802
19,437375.9,2438173,3381.037,74,34.16391,142.5760,8.785378
20,370913.0,2067073,2973.884,75,27.89281,114.1288,7.577884
21,314539.7,1752370,2617.780,76,22.70120,90.93917,6.514029
22,266720.4,1485504,2300.666,77,18.41241,72.09748,5.579061
23,226163.9,1259213,2023.921,78,14.87685,56.84394,4.758627
24,191770.1,1067333,1784.723,79,11.96731,44.54583,4.038156
25,162604.8,904634.5,1579.855,80,9.577455,34.67760,3.404843
26,137872.1,766681.2,1402.865,81,7.620010,26.80246,2.849173
27,116901.2,649711.0,1252.619,82,6.023278,20.55652,2.364218
28,99115.80,550534.6,1120.639,83,4.727765,15.63607,1.944546
29,84032.71,466448.7,1004.836,84,3.684022,11.78736,1.585872
30,71240.39,395161.0,901.7364,85,2.848837,8.799268,1.282567
31,60390.99,334727.6,809.4659,86,2.183686,6.498242,1.026999
32,51190.07,283499.8,727.1063,87,1.656700,4.743030,.8124406
33,43388.17,240078.2,654.2579,88,1.242899,3.418397,.6344248
34,36772.23,203276.0,589.0970,89,.9212156,2.430243,.4886324
35,31163.08,172086.6,531.6681,90,.6738238,1.702322,.3708104
36,26406.99,145656.0,480.2251,91,.4854305,1.173604,.2765290
37,22374.60,123260.3,434.2704,92,.3437135,.7957071,.2020776
38,18956.31,104285.2,393.5353,93,.2390126,.5303122,.1446170
39,16058.51,88210.02,357.1258,94,.1632166,.3472555,.1014052
40,13602.35,74592.84,324.8200,95,.1094701,.2232434,.06973273
41,11520.71,63059.00,296.2092,96,.07201164,.1407732,.04695400
42,9756.457,53290.82,270.6904,97,.04638779,.08701412,.03089928
43,8261.195,45019.12,247.7924,98,.02926199,.05269390,.01988248
44,6993.938,38015.70,227.1445,99,.01808960,.03122890,.01253086
45,5919.714,32087.27,208.1788,100,.01093908,.01808126,.007720619
46,5009.266,27070.03,190.8002,101,.006462482,.01020694,.004645646
47,4237.532,22825.09,174.6660,102,.003720057,.005603927,.002722559
48,3583.572,19234.69,159.7970,103,.002081799,.002984055,.001550637
49,3029.479,16198.91,146.0725,104,.001132943,.001533968,.0008598969
50,2560.156,13632.98,133.4861,105,.0005926285,.0007567778,.0004579221
51,2162.672,11464.99,121.9049,106,.0003018481,.0003543136,.0002387803
52,1826.018,9634.035,111.1600,107,.0001464216,.0001529839,.0001191905
53,1540.962,8088.504,101.2079,108,.00006836323,.00005665390,.00005827883
54,1299.654,6784.619,91.99152,109,.00002989594,.00001268928,.00002763725
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,10000000,54950549,108901.1,55,997.8808,5127.375,74.95330
1,8395254,46515634,22440.08,56,839.1252,4284.981,67.82858
2,7109451,39403597,16803.77,57,705.1201,3576.860,61.28536
3,6022037,33380099,13619.41,58,592.0251,2982.067,55.25293
4,5101513,28277632,11539.24,59,496.6012,2482.909,49.67766
5,4322005,23954972,10109.89,60,416.1344,2064.417,44.53924
6,3661716,20292756,9019.709,61,348.3396,1713.919,39.83412
7,3102396,17189984,8198.481,62,291.2829,1420.676,35.56110
8,2628537,14561141,7531.524,63,243.2997,1175.602,31.69138
9,2227123,12333793,7040.029,64,202.9693,971.0240,28.18494
10,1887067,10446563,6685.987,65,169.0988,800.4707,25.01405
11,1598951,8847483,6403.600,66,140.6855,658.4759,22.15988
12,1354823,7492550,6164.289,67,116.8807,540.4230,19.60459
13,1147911,6344517,5898.107,68,96.94957,442.4225,17.31353
14,972490.7,5371868,5554.368,69,80.27300,361.2056,15.25599
15,823760.5,4547916,5135.618,70,66.32787,294.0277,13.40288
16,697663.3,3850033,4657.312,71,54.67714,238.5841,11.73200
17,590784.2,3259021,4160.439,72,44.95670,192.9375,10.22795
18,500217.3,2758580,3672.873,73,36.85993,155.4581,8.877479
19,423503.7,2334872,3226.814,74,30.13357,124.7727,7.674485
20,358540.1,1976151,2832.882,75,24.56058,99.72393,6.610269
21,303531.9,1672461,2488.925,76,19.95530,79.33926,5.674238
22,256949.9,1415371,2183.147,77,16.15785,62.80470,4.853002
23,217509.8,1197739,1916.748,78,13.03308,49.44161,4.133588
24,184119.4,1013514,1686.881,79,10.46637,38.68594,3.502901
25,155853.1,857570.9,1490.339,80,8.362050,30.07001,2.949448
26,131923.4,725569.8,1320.830,81,6.641734,23.20590,2.464672
27,111667.7,613836.2,1177.179,82,5.241096,17.77106,2.042305
28,94518.06,519260.3,1051.206,83,4.106846,13.49683,1.677416
29,79998.82,439210.9,940.8606,84,3.194759,10.15926,1.366091
30,67705.63,371460.3,842.7862,85,2.466304,7.572401,1.103272
31,57297.27,314122.8,755.1622,86,1.887263,5.583725,.8821929
32,48485.37,265601.6,677.0824,87,1.429386,4.069344,.6969040
33,41026.05,224543.9,608.1368,88,1.070545,2.928399,.5434331
34,34711.35,189804.3,546.5713,89,.7921246,2.078716,.4179556
35,29366.71,160412.8,492.4031,90,.5784180,1.453861,.3167230
36,24842.60,135548.0,443.9633,91,.4159928,1.000773,.2358537
37,21013.42,114514.7,400.7646,92,.2940483,.6774803,.1721018
38,17772.91,96724.30,362.5374,93,.2041296,.4508188,.1229823
39,15030.50,81678.15,328.4275,94,.1391596,.2947434,.08610576
40,12709.99,68954.31,298.2134,95,.09317668,.1891891,.05912264
41,10746.67,58195.38,271.5003,96,.06118964,.1191127,.03974936
42,9085.525,49098.95,247.7145,97,.03934977,.07350997,.02611797
43,7680.050,41409.12,226.4078,98,.02478025,.04444622,.01677993
44,6490.920,34909.40,207.2273,99,.01529305,.02629959,.01055912
45,5484.644,29416.69,189.6394,100,.009232286,.01520334,.006495685
46,4633.243,24776.07,173.5505,101,.005444913,.008568899,.003902511
47,3912.797,20856.43,158.6391,102,.003128993,.004697237,.002283490
48,3303.343,17546.80,144.9202,103,.001748063,.002497361,.001298538
49,2787.846,14753.15,132.2788,104,.0009497069,.001281803,.0007189823
50,2351.964,12395.88,120.7053,105,.0004959379,.0006314161,.0003822830
51,1983.436,10407.57,110.0741,106,.0002521718,.0002951870,.0001990381
52,1671.844,8731.205,100.2275,107,.0001221171,.0001272760,.00009920741
53,1408.464,7318.564,91.12270,108,.00005691899,.00004707202,.00004844602
54,1185.891,6128.811,82.70535,109,.00002484907,.00001052927,.00002295380
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,10000000,54348841,108510.9,55,909.1339,4625.390,67.31294
1,8381049,45928198,22116.97,56,763.2038,3859.213,60.82690
2,7085413,38840209,16494.56,57,640.2379,3216.250,54.88030
3,5991520,32847235,13323.44,58,536.6398,2677.102,49.40721
4,5067073,27779215,11255.41,59,449.3814,2225.406,44.35744
5,4285563,23493002,9836.813,60,375.9286,1847.349,39.71122
6,3624698,19867809,8756.664,61,314.1516,1531.250,35.46399
7,3065836,16801601,7944.370,62,262.2502,1267.236,31.61334
8,2593166,14208133,7285.783,63,218.6789,1046.961,28.13203
9,2193436,12014475,6801.279,64,182.1211,863.3968,24.98287
10,1855379,10158936,6452.863,65,151.4729,710.6209,22.13989
11,1569441,8589369,6175.433,66,125.8081,583.6421,19.58520
12,1327569,7261692,5940.721,67,104.3438,478.2519,17.30191
13,1122916,6138657,5680.096,68,86.40403,390.9112,15.25818
14,949705.3,5188798,5344.103,69,71.42038,318.6511,13.42587
15,803098.7,4385512,4935.482,70,58.91328,258.9828,11.77841
16,679013.4,3706285,4469.535,71,48.48277,209.8204,10.29546
17,574018.5,3132045,3986.319,72,39.79611,169.4136,8.962837
18,485199.4,2646629,3512.958,73,32.57357,136.2926,7.768318
19,410093.9,2236337,3080.627,74,26.58434,109.2214,6.706044
20,346599.8,1889562,2699.464,75,21.63109,87.16036,5.767903
21,292927.1,1596483,2367.219,76,17.54538,69.23746,4.944158
22,247553.0,1348795,2072.354,77,14.18249,54.72432,4.222660
23,209200.6,1139477,1815.896,78,11.42038,43.01477,3.591688
24,176786.2,962589.1,1594.982,79,9.155751,33.60594,3.039470
25,149392.5,813110.2,1406.415,80,7.302562,26.08167,2.555698
26,126240.8,686795.1,1244.059,81,5.790399,20.09740,2.132672
27,106676.8,580055.3,1106.702,82,4.561563,15.36721,1.764730
28,90140.86,489859.4,986.4527,83,3.568326,11.65345,1.447397
29,76164.92,413646.3,881.2994,84,2.771141,8.758440,1.177105
30,64351.81,349251.7,787.9976,85,2.135658,6.518385,.9493119
31,54366.87,294846.7,704.7787,86,1.631481,4.799236,.7580206
32,45927.81,248884.9,630.7497,87,1.233570,3.492315,.5979684
33,38796.20,210058.8,565.4917,88,.9223243,2.509338,.4656247
34,32769.18,177263.0,507.3175,89,.6812974,1.778535,.3576040
35,27676.67,149562.9,456.2199,90,.4966490,1.242014,.2706025
36,23373.31,126168.7,410.6031,91,.3565809,.8536351,.2012193
37,19737.15,106412.9,369.9909,92,.2516260,.5769841,.1466149
38,16665.21,89731.29,334.1134,93,.1743843,.3833512,.1046144
39,14069.87,75646.77,302.1542,94,.1186804,.2502444,.07313591
40,11877.54,63756.28,273.8931,95,.07933004,.1603761,.05014158
41,10025.81,53719.04,248.9490,96,.05200832,.1008144,.03366009
42,8461.752,45247.12,226.7759,97,.03338887,.06211987,.02208305
43,7140.668,38097.37,206.9474,98,.02099083,.03750057,.01416573
44,6024.841,32064.36,189.1279,99,.01293250,.02215494,.008900304
45,5082.207,26974.68,172.8155,100,.007794035,.01278732,.005466742
46,4286.013,22681.84,157.9187,101,.004588899,.007195906,.003279244
47,3613.435,19062.09,144.1355,102,.002632611,.003938442,.001915814
48,3045.448,16010.84,131.4761,103,.001468262,.002090685,.001087758
49,2565.847,13439.65,119.8306,104,.0007963441,.001071421,.0006013455
50,2161.012,11273.76,109.1871,105,.0004151481,.0005269839,.0003192370
51,1819.321,9449.968,99.42656,106,.0002107351,.0002460038,.0001659624
52,1530.916,7914.916,90.40165,107,.0001018782,.0001059213,.00008260052
53,1287.555,6623.542,82.07084,108,.00004740525,.00003912301,.00004028487
54,1082.255,5537.763,74.38204,109,.00002066065,.000008739700,.00001907002
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,10000000,53760154,108131.7,55,828.4102,4173.579,60.47168
1,8366892,45353735,21804.68,56,694.2627,3476.612,54.56613
2,7061496,38289671,16196.12,57,581.4207,2892.716,49.16088
3,5961209,32327016,13038.14,58,486.5167,2403.926,44.19443
4,5032922,27293153,10982.17,59,406.7202,1995.111,39.61987
5,4249490,23043018,9574.225,60,339.6658,1653.521,35.41798
6,3588116,19454412,8503.998,61,283.3684,1368.397,31.58342
7,3029767,16424277,7700.523,62,236.1532,1130.654,28.11278
8,2558330,13865650,7050.189,63,196.5852,932.6350,24.98033
9,2160314,11705117,6572.564,64,163.4443,767.8955,22.15153
10,1824276,9880684,6229.674,65,135.7095,631.0186,19.60207
11,1540524,8340036,5957.106,66,112.5251,517.4463,17.31502
12,1300907,7039023,5726.897,67,93.16941,423.3426,15.27438
13,1098505,5940401,5471.704,68,77.02055,345.4871,13.45093
14,927491.0,5012759,5143.269,69,63.55658,281.1832,11.81887
15,782988.7,4229588,4744.515,70,52.33804,228.1744,10.35394
16,660892.4,3568488,4290.587,71,42.99891,184.5728,9.037519
17,557755.8,3010517,3820.631,72,35.23517,148.7969,7.856544
18,470656.6,2539650,3361.037,73,28.79167,119.5213,6.799745
19,397130.3,2142328,2941.989,74,23.45812,95.63361,5.861531
20,335076.3,1807083,2573.161,75,19.05511,76.19976,5.034353
21,282709.8,1524226,2252.211,76,15.42984,60.43792,4.309267
22,238514.7,1285581,1967.851,77,12.45137,47.69625,3.675255
23,201222.2,1084246,1720.948,78,10.00946,37.43334,3.121728
24,169756.7,914391.8,1508.623,79,8.011063,29.20084,2.638108
25,143209.9,771099.0,1327.694,80,6.378773,22.62841,2.215146
26,120811.9,650215.9,1172.178,81,5.049358,17.40999,1.845921
27,101916.8,548239.0,1040.830,82,3.971066,13.29212,1.525315
28,85973.25,462213.1,926.0349,83,3.101157,10.06458,1.249275
29,72520.77,389646.5,825.8209,84,2.404272,7.552830,1.014552
30,61169.36,328436.5,737.0519,85,1.849790,5.612617,.8170689
31,51590.93,276809.4,658.0098,86,1.410713,4.126099,.6515111
32,43509.14,233268.1,587.8151,87,1.064844,2.997936,.5132239
33,36691.02,196548.8,526.0415,88,.7948254,2.150843,.3990704
34,30938.69,165584.9,471.0666,89,.5861255,1.522127,.3060541
35,26086.51,139476.3,422.8607,90,.4265493,1.061333,.2312640
36,21993.18,117463.5,379.8981,91,.3057339,.7283357,.1717201
37,18540.35,98905.65,341.7135,92,.2153807,.4915348,.1249383
38,15628.24,83261.98,308.0376,93,.1490131,.3260736,.08901554
39,13172.10,70076.17,278.0902,94,.1012422,.2125247,.06213770
40,11100.88,58963.18,251.6528,95,.06755947,.1359906,.04253719
41,9354.410,49598.11,228.3578,96,.04421678,.08535204,.02851201
42,7881.753,41706.89,207.6857,97,.02833882,.05251000,.01867698
43,6639.986,35058.45,189.2306,98,.01778589,.03164965,.01196235
44,5592.934,29457.94,172.6733,99,.01093942,.01866901,.007504321
45,4709.905,24741.10,157.5421,100,.006581725,.01075846,.004602168
46,3965.328,20769.46,143.7473,101,.003868581,.006044726,.002756352
47,3337.426,17426.20,131.0052,102,.002215622,.003303224,.001607829
48,2808.073,14612.78,119.3218,103,.001233611,.001750767,.0009114703
49,2361.858,12246.01,108.5923,104,.0006679459,.0008958434,.0005031107
50,1985.847,10255.68,98.80255,105,.0003476236,.0004399598,.0002666710
51,1669.028,8582.545,89.84015,106,.0001761606,.0002050790,.0001384261
52,1402.076,7176.681,81.56719,107,.00008501961,.00008817703,.00006879503
53,1177.205,5995.985,73.94339,108,.00003949391,.00003252653,.00003350902
54,987.8281,5004.941,66.91901,109,.00001718357,.000007256575,.00001584836
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,10000000,53184070,107763.1,55,754.9725,3766.821,54.34375
1,8352782,44791827,21502.68,56,631.6501,3132.711,48.96588
2,7037700,37751568,15907.90,57,528.0928,2602.370,44.05190
3,5931102,31819027,12763.00,58,441.1483,2159.160,39.54446
4,4999059,26819033,10718.99,59,368.1710,1789.093,35.39968
5,4213780,22604614,9321.595,60,306.9536,1480.401,31.59899
6,3551964,19052165,8261.180,61,255.6462,1223.171,28.13640
7,2994183,16057618,7466.415,62,212.6908,1009.049,25.00771
8,2524019,13533305,6824.215,63,176.7554,831.0038,22.18866
9,2127747,11405343,6353.359,64,146.7096,683.1315,19.64717
10,1793744,9611444,6015.899,65,121.6091,560.4764,17.36051
11,1512187,8099134,5748.100,66,100.6636,458.8760,15.31267
12,1274825,6824206,5522.300,67,83.20764,374.8339,13.48854
13,1074666,5749426,5272.416,68,68.66945,305.4200,11.86132
14,905832.5,4843447,4951.358,69,56.56978,248.1851,10.40734
15,763415.0,4079854,4562.216,70,46.50593,201.0832,9.104460
16,643284.3,3436367,4119.977,71,38.14305,162.4054,7.935633
17,541980.0,2894178,3662.895,72,31.20336,130.7232,6.888835
18,456573.2,2437401,3216.645,73,25.45416,104.8413,5.953683
19,384597.3,2052618,2810.450,74,20.70390,83.75823,5.124867
20,323954.5,1728500,2453.538,75,16.78949,66.63503,4.395372
21,272865.2,1455493,2143.480,76,13.57233,52.77067,3.756990
22,229820.9,1225547,1869.234,77,10.93395,41.58180,3.199733
23,193560.7,1031877,1631.514,78,8.774812,32.58480,2.714039
24,163017.9,868765.9,1427.432,79,7.011068,25.37994,2.290400
25,137293.0,731393.5,1253.819,80,5.573118,19.63762,1.920521
26,115625.1,615700.2,1104.843,81,4.404172,15.08599,1.598179
27,97376.72,518266.1,979.2314,82,3.457819,11.50034,1.318755
28,82004.89,436211.0,869.6351,83,2.695789,8.694684,1.078577
29,69056.70,367110.6,774.1206,84,2.086473,6.514943,.8746938
30,58149.28,308922.7,689.6571,85,1.602576,4.834028,.7034468
31,48961.06,259927.3,614.5754,86,1.220118,3.548347,.5601256
32,41221.61,218675.3,548.0104,87,.9194248,2.574251,.4406141
33,34703.33,183945.2,489.5298,88,.6851236,1.844073,.3421260
34,29213.28,154708.1,437.5733,89,.5043765,1.303047,.2620097
35,24590.16,130097.2,392.0908,90,.3664380,.9071905,.1977005
36,20696.67,109382.0,351.6239,91,.2622055,.6216030,.1465873
37,17417.97,91947.58,315.7181,92,.1844047,.4188587,.1064970
38,14657.39,77275.73,284.1052,93,.1273669,.2774329,.07576439
39,12333.00,64929.89,256.0399,94,.08638950,.1805422,.05280866
40,10376.19,54542.38,231.3058,95,.05755095,.1153462,.03609656
41,8728.989,45803.44,209.5484,96,.03760282,.07228215,.02415834
42,7342.389,38452.24,190.2732,97,.02405925,.04439973,.01580090
43,6175.167,32269.21,173.0943,98,.01507450,.02671946,.01010468
44,5192.641,27069.53,157.7080,99,.009256112,.01573622,.006329174
45,4365.437,22697.67,143.6705,100,.005559569,.009054199,.003875488
46,3669.118,19022.71,130.8945,101,.003262271,.005079231,.002317534
47,3082.913,15934.41,119.1134,102,.001865224,.002771294,.001349763
48,2589.554,13339.92,108.3293,103,.001036766,.001466561,.0007639858
49,2174.390,11161.01,98.44243,104,.0005604162,.0007492673,.0004210525
50,1825.141,9331.745,89.43664,105,.0002911694,.0003674195,.0002228294
51,1531.375,7796.606,81.20589,106,.0001473032,.0001710152,.0001154944
52,1284.270,6508.866,73.62111,107,.00007097241,.00007342813,.00005731477
53,1076.474,5429.199,66.64328,108,.00003291300,.00002705072,.00002788157
54,901.7790,4524.484,60.22491,109,.00001429611,.000006027027,.00001317508
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,10000000,52620189,107404.4,55,688.1527,3400.531,48.85282
1,8338721,44242075,21210.47,56,574.7758,2823.517,43.95470
2,7014024,37225501,15629.41,57,479.7339,2341.741,39.48663
3,5901197,31322872,12497.50,58,400.0764,1939.794,35.39510
4,4965480,26356463,10465.36,59,333.3314,1604.746,31.63910
5,4178429,22177399,9078.425,60,277.4390,1325.736,28.20072
6,3516236,18660683,8027.716,61,230.6760,1093.630,25.07348
7,2959076,15701248,7241.551,62,191.5932,900.7480,22.25256
8,2490225,13210733,6607.370,63,158.9543,740.6340,19.71509
9,2095725,11114796,6143.176,64,131.7124,607.8779,17.43131
10,1763774,9350869,5811.051,65,108.9939,497.9465,15.37999
11,1484418,7866331,5547.929,66,90.06931,407.0389,13.54599
12,1249308,6616922,5326.446,67,74.32516,331.9684,11.91510
13,1051382,5565428,5081.753,68,61.23567,270.0689,10.46271
14,884715.0,4680570,4767.892,69,50.36091,219.1159,9.167128
15,744362.4,3936034,4388.115,70,41.33194,177.2542,8.008137
16,626173.8,3309663,3957.245,71,33.84239,142.9375,6.970148
17,526676.0,2782784,3512.664,72,27.63855,114.8748,6.042092
18,442933.9,2339652,3079.348,73,22.50821,91.98826,5.214414
19,372480.0,1966992,2685.591,74,18.27690,73.37666,4.482086
20,313219.7,1653614,2340.190,75,14.79640,58.28617,3.838601
21,263379.1,1390098,2040.638,76,11.94102,46.08821,3.276435
22,221457.8,1168519,1776.129,77,9.603557,36.26075,2.786535
23,186203.1,982211.8,1547.237,78,7.694160,28.37177,2.360266
24,156557.3,825564.9,1351.063,79,6.137278,22.06485,1.989086
25,131629.9,693858.8,1184.459,80,4.870327,17.04666,1.665555
